,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,NG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2008-06-24,971727,213616,295917,357583,319248,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,13.01099967956543,-0.03945038061101523,38335,0.6464368951193856,-82301,-0.3260143636231274,0.009052481343200887,0.09488688661970864,0.004555282333845501,0.03796790769669656,-0.04207254992399139
2008-07-01,971774,205398,306725,358793,311272,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,13.505000114440918,-0.04890128774797432,47521,0.9453272369708776,-101327,-1.9579573275210014,0.013709117772156432,0.03715123124718085,0.03796790769669656,-0.08419104585623394,-0.04303599132407476
2008-07-08,971678,215328,310174,360778,306373,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,12.368000030517578,-0.05599077060507699,54405,0.7083951618380405,-94846,0.6669246141592593,0.010318503607129421,0.025459465425440815,-0.08419104585623394,-0.0720407334902845,-0.04385731930772623
2008-07-15,964168,217143,317791,363085,308216,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,11.47700023651123,-0.056908132192729895,54869,0.04775244473992413,-100648,-0.597111388752241,0.006182025648703041,0.017632081714753597,-0.0720407334902845,-0.12285438863428322,-0.04444625194066436
2008-07-22,968824,214567,314807,323023,271017,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,10.06700038909912,-0.05367951248111112,52006,-0.29693995237344534,-100240,0.04231627683142357,0.13006026530199988,0.010502971434184527,-0.12285438863428322,-0.0844343248849112,-0.04495305834846849
2008-07-29,940387,206393,326027,327471,254762,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,9.217000007629396,-0.07731816794575,72709,2.136920637804183,-119634,-2.0018083779922877,0.03555792955741086,0.03642612974719207,-0.0844343248849112,-0.053271148428951864,-0.045805527298510916
2008-08-05,938687,217336,342369,331138,249400,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,8.72599983215332,-0.08707694897234115,81738,0.9601366246024243,-125033,-0.5741253335063118,0.015552814802820832,0.04874889450692776,-0.053271148428951864,-0.04538160853362572,-0.046589632522945165
2008-08-12,922113,216501,345730,330635,242011,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,8.329999923706055,-0.09610969588325943,88624,0.7335778592864288,-129229,-0.44700736241153866,0.013781638219772773,0.00746312458758055,-0.04538160853362572,-0.04249701017947172,-0.04752098830583833
2008-08-19,907257,201203,348339,339054,233553,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.97599983215332,-0.11628568310853485,105501,1.8302529082661236,-147136,-1.9419528842994298,0.02947396731091307,0.03258531649992175,-0.04249701017947172,0.03786359730838096,-0.04888010788776172
2008-08-26,910513,203620,359764,340058,229444,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,8.277999877929688,-0.12148536045064705,110614,0.5635668834740322,-156144,-0.9928829427604307,0.008978019392381414,0.02456938784204024,0.03786359730838096,-0.12285573043297138,-0.05051227950008997
2008-09-02,930563,215883,376959,340396,222558,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.261000156402588,-0.12663086755007452,117838,0.7933988861224386,-161076,-0.5416726614556848,0.012832309567033896,0.04968946194770276,-0.12285573043297138,0.03773580568896073,-0.05238882535943398
2008-09-09,935219,213193,386026,339668,209884,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.534999847412109,-0.13877391284822058,129784,1.2837389838194726,-172833,-1.263428698540561,0.024387137158994963,0.019620539402121762,0.03773580568896073,-0.03397479059665731,-0.054363292952890586
2008-09-16,928762,213675,384726,330234,199851,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.278999805450439,-0.14038365049388327,130383,0.06404916923201945,-171051,0.19054360529458877,0.03672429893318996,0.002977936199972928,-0.03397479059665731,0.08957280459849493,-0.056341092681817834
2008-09-23,910379,220973,393752,335557,203318,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.931000232696533,-0.1452570852359292,132239,0.19983591059927083,-172779,-0.1860541236613901,0.016311760612386917,0.026554963601610478,0.08957280459849493,-0.062161141855112345,-0.05836686017448503
2008-09-30,881561,218592,396198,334786,194289,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.438000202178955,-0.1593729758916286,140497,0.9070947374664837,-177606,-0.530218733077103,0.018522893729622455,0.00785146147464988,-0.062161141855112345,-0.09007798575989145,-0.06071244495262728
2008-10-07,878959,209841,385734,338334,196389,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.76800012588501,-0.16149217426523876,141945,0.1642540901877465,-175893,0.19431440365442662,0.010562478142888935,0.03226293917642614,-0.09007798575989145,-0.006057903163590339,-0.06292358564169825
2008-10-14,889276,198012,370709,342918,205102,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.727000236511231,-0.15497550816619363,137816,-0.4697602504781224,-172697,0.3636119545962895,0.024263713003175067,0.04721823178676363,-0.006057903163590339,0.01739254081256658,-0.06521171858729251
2008-10-21,874036,188072,360204,343045,206268,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.843999862670898,-0.15648897757071792,136777,-0.11683661765301212,-172132,0.06353483058128186,0.0023538492626244056,0.03728961326047465,0.01739254081256658,-0.09614260747717462,-0.06737930286875324
2008-10-28,785492,101251,267309,331080,202260,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.185999870300293,-0.16399912411584078,128820,-0.9103744010544188,-166058,0.6949370506477994,0.02994900063749203,0.4876166702843499,-0.09614260747717462,0.16698997963613915,-0.06983184748905666
2008-11-04,763236,93982,254303,319263,198448,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,7.218999862670898,-0.1582931098637905,120815,-1.0191064963105927,-160321,0.7303702647512642,0.030188657378344287,0.05821381914236904,0.16698997963613915,-0.07120099026773952,-0.07223372388346354
2008-11-11,751279,91844,252195,315522,192673,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.704999923706055,-0.16351981088250836,122849,0.2664968633555021,-160351,-0.003930632202883512,0.018725095681775696,0.012341624060062959,-0.07120099026773952,-0.028187939127557904,-0.07478285814809514
2008-11-18,742054,84867,251207,315943,188126,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.515999794006348,-0.17224757227910636,127817,0.6612723102868575,-166340,-0.7971738861328481,0.009855793552073227,0.02370013746972393,-0.028187939127557904,-0.019950835130986055,-0.07756644089229742
2008-11-25,718516,81662,233367,296707,179983,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.386000156402588,-0.16245149725267077,116724,-1.4949046834866464,-151705,1.9722284362054514,0.057435650003146696,0.06680337365766326,-0.019950835130986055,0.00595045866641053,-0.07985799964067425
2008-12-02,714276,80695,234434,293148,180440,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,6.423999786376953,-0.15779334598950545,112708,-0.5589297941869075,-153739,-0.28308346647812993,0.008479944593190706,0.006454499585883876,0.00595045866641053,-0.13153795427945036,-0.08193093176637538
2008-12-09,716408,83331,242142,299191,179203,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.578999996185303,-0.16748556688367522,119988,1.0192138613085138,-158811,-0.7100896572193381,0.015217582160311376,0.031781438091638935,-0.13153795427945036,0.030829885544552127,-0.08418352142580666
2008-12-16,712293,79938,242772,301419,178382,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.750999927520752,-0.17273369245521156,123037,0.42559547073734516,-162834,-0.5615515181293341,0.006354717893459997,0.012466301013293669,0.030829885544552127,0.018779391381327892,-0.085982318636845
2008-12-30,671730,72327,217141,284297,175635,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.859000205993652,-0.16176439938665832,108662,-2.018130179574978,-144814,2.52985779728286,0.04319986432777019,0.11483825500573466,0.018779391381327892,0.02116395140509475,-0.08731827543021765
2009-01-06,686597,77702,225003,292777,183917,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.982999801635742,-0.15855006648732808,108860,0.0294761288017507,-147301,-0.3702380420704747,0.03516301862410687,0.04372904312779769,0.02116395140509475,-0.1335450130147937,-0.08872361291020742
2009-01-13,705973,78652,220555,297339,192147,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.184000015258789,-0.14900286554868244,105192,-0.5342289581807086,-141903,0.7861962694273351,0.026133535994900772,0.01804102176753886,-0.1335450130147937,-0.10455243350678778,-0.08999781736517384
2009-01-20,704924,73988,219809,299812,188241,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.642000198364258,-0.1582737997287651,111571,0.9035756324958603,-145821,-0.5549787314812322,0.013070301790994011,0.01841407502459181,-0.10455243350678778,-0.029944077953935166,-0.09144816375174607
2009-01-27,679224,72185,217658,288370,180250,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.502999782562256,-0.15918165435850323,108120,-0.489556320965097,-145473,0.04936702396286692,0.04146856728265973,0.013641868183809856,-0.029944077953935166,0.0022207926637174413,-0.09283505072727943
2009-02-03,692072,74971,219750,286695,176208,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.513000011444092,-0.15964668416002958,110487,0.34848591922546907,-144779,0.10217542371883208,0.012350319613396327,0.01655124677237116,0.0022207926637174413,0.006647509357915915,-0.09423908662386864
2009-02-10,707605,70068,212750,285959,181713,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.543000221252441,-0.14732230552356188,104246,-0.9017847853980511,-142682,0.30300315574102116,0.013344822867308712,0.04208713731092081,0.006647509357915915,-0.0748404437660708,-0.09542829167821157
2009-02-17,732347,69878,210402,297237,195425,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.203000068664551,-0.13902152941160406,101812,-0.3439772189286396,-140524,0.3049724069219409,0.05072443176051735,0.009055230483801913,-0.0748404437660708,0.007851532674633344,-0.09682337478097452
2009-02-24,688701,69723,218627,269423,172462,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.236000061035156,-0.14078823756608455,96961,-0.6623909157817265,-148904,-1.144266310915454,0.11490998789277754,0.029061903936188658,0.007851532674633344,0.010859301971647417,-0.09852151929021662
2009-03-03,677190,66171,193905,265809,176613,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.2820000648498535,-0.1317148806095778,89196,-1.1274849317773605,-127734,3.073902898355019,0.017551116354973306,0.10871437579784371,0.010859301971647417,-0.10322282671334804,-0.10006863441723174
2009-03-10,670391,74242,188306,254721,176621,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.839999914169312,-0.11649917734575792,78100,-1.638535713758325,-114064,2.0186358333702503,0.02572436720745951,0.05206666971372854,-0.10322282671334804,-0.0072916350405036745,-0.10169225857182904
2009-03-17,662532,72875,188062,257737,180890,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.812000036239624,-0.11598986916858356,76847,-0.18690585046636962,-115187,-0.16751418202213336,0.016608644702674483,0.00617390404580416,-0.0072916350405036745,0.1403462961029882,-0.1033302055238933
2009-03-24,636183,73597,194615,253059,181915,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.3470001220703125,-0.11182945787611426,71144,-0.8607886109652062,-121018,-0.8801084324983548,0.013111128481242558,0.027124066037313765,0.1403462961029882,-0.1313549765694928,-0.10492187679758978
2009-03-31,624397,70441,192899,253851,172490,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.776000022888184,-0.13030331663989417,81361,1.6059844415836324,-122458,-0.22634996534016158,0.023964385315979463,0.01850079744816587,-0.1313549765694928,-0.05667372493416345,-0.10690587825463387
2009-04-07,632142,75607,201812,256406,174753,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.562000036239624,-0.1291687627147065,81653,0.046765118986798464,-126205,-0.6000989754915542,0.011174531901224374,0.05074994863365523,-0.05667372493416345,0.03565408583644403,-0.10876113214013969
2009-04-14,663448,75773,202382,264604,183550,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.688999891281128,-0.12217084081947643,81054,-0.09475719063121894,-126609,-0.06390969117698238,0.037922232089861965,0.002646006722870342,0.03565408583644403,-0.048251552871502734,-0.11060710914799461
2009-04-21,659500,72277,200264,264739,178671,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.510999917984009,-0.1305049279757392,86068,0.7557487549890873,-127987,-0.20770278906560874,0.011307818948602872,0.020598735603083573,-0.048251552871502734,-0.054115586226210044,-0.11262226177083992
2009-04-28,645096,71879,200858,261319,172019,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.321000099182129,-0.1384290090157124,89300,0.49006823351023504,-128979,-0.15041698256254737,0.02324282661571337,0.003637203606404705,-0.054115586226210044,0.08852752230480765,-0.11496195829448994
2009-05-05,657764,77514,208364,265773,173688,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.615000009536743,-0.1399970202078557,92085,0.43171868993142104,-130850,-0.2900343514763694,0.013932976987719047,0.04596716081685195,0.08852752230480765,0.2307053582316636,-0.11702180493457573
2009-05-12,686113,88069,219806,267829,179304,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.448999881744385,-0.1290239362903778,88525,-0.5412275527392804,-131737,-0.13485079755048923,0.017158205724023948,0.07144782785221275,0.2307053582316636,-0.12025171086368835,-0.11885594855196195
2009-05-19,680523,79964,215174,278551,187130,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.9140000343322754,-0.13433932431379983,91421,0.4220879068025238,-135210,-0.5061848412725017,0.03982984059903668,0.043156082917143845,-0.12025171086368835,-0.09632092236923007,-0.12098318553016571
2009-05-26,682096,85537,217100,265703,181552,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.5369999408721924,-0.12337119701625578,84151,-1.0682960017515941,-131563,0.5359113505348093,0.041197974309957405,0.02477886048302091,-0.09632092236923007,0.16482893820550282,-0.1229131742917507
2009-06-02,682815,85161,223920,275375,180421,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.119999885559082,-0.13906255720802854,94954,1.5837946564706433,-138759,-1.0549834627383827,0.02370139272832583,0.023281922861644683,0.16482893820550282,-0.09441746353642355,-0.1250714830772252
2009-06-09,713310,103569,243222,277029,183172,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.7309999465942383,-0.13157953764842775,93857,-0.16065845067844145,-139653,-0.1309285824125129,0.009571904450446653,0.10873984618978001,-0.09441746353642355,0.10667387993109823,-0.12708049537832672
2009-06-16,720428,80357,233720,294883,189931,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.129000186920166,-0.14568006795960178,104952,1.5554247101540706,-153363,-1.922025486814989,0.050767923368549586,0.10415917115866491,0.10667387993109823,-0.060547403027621294,-0.12946734028947077
2009-06-23,699295,75220,229028,295530,187362,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.878999948501587,-0.15468150065423034,108168,0.4464013058903874,-153808,-0.06176883741331542,0.006659874257597972,0.03230588204359602,-0.060547403027621294,-0.011343106712752293,-0.13178849494957678
2009-06-30,712804,94339,247608,299819,187175,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.8350000381469727,-0.15802941622100886,112644,0.6400732165967152,-153269,0.0770776281826697,0.00919107832950714,0.11024807938072274,-0.011343106712752293,-0.10586704909793854,-0.13406886101899976
2009-07-07,739142,98502,258983,314386,193378,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.428999900817871,-0.16371414423750782,121008,1.1733940886975942,-160481,-1.0117788340132772,0.040904829802821785,0.04346476075919269,-0.10586704909793854,0.0,-0.13627680056687538
2009-07-14,749240,99055,263737,305396,193504,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.428999900817871,-0.14934066520741018,111892,-1.2333218786106053,-164682,-0.5683616950464188,0.018272198837442372,0.014628216719222034,0.0,0.08048994776067331,-0.13807199084768948
2009-07-21,752409,88207,246643,321954,204504,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.704999923706055,-0.15609861126063085,117450,0.7418183759543003,-158436,0.8336447600234905,0.052346056095642954,0.08344631924742422,0.08048994776067331,-0.045883897807295626,-0.13997950006053375
2009-07-28,710992,89058,250008,303068,187245,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.5350000858306885,-0.1629033800661611,115823,-0.2162387743899927,-160950,-0.3341267847673273,0.07371821673094534,0.012434157361693593,-0.045883897807295626,0.13182456304822354,-0.1420799590525539
2009-08-04,712429,83827,245047,303977,189037,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.000999927520752,-0.16133537517422789,114940,-0.12419267727344331,-161220,-0.0379751108310642,0.0054785462481795645,0.03099059214167128,0.13182456304822354,-0.11497126880280018,-0.1436956745761785
2009-08-11,732986,94803,248823,294170,187708,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.5409998893737797,-0.1452442475026808,106462,-1.1900133206256343,-154020,1.010627023885889,0.02310958375356418,0.04293039525530664,-0.11497126880280018,-0.12567069956093568,-0.1448142764709927
2009-08-18,756083,93346,268673,322981,196084,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.095999956130981,-0.1678347483014431,126897,2.7879113652921066,-175327,-2.9068768025583025,0.07164227986860991,0.05885602689361608,-0.12567069956093568,-0.06912144369536466,-0.14619360440211163
2009-08-25,728176,90151,266969,318479,185989,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,2.881999969482422,-0.18194777086858122,132490,0.7397336006761163,-176818,-0.19720057189488455,0.0289354329709714,0.013718077956989247,-0.06912144369536466,-0.02116581226447689,-0.1474563368590356
2009-09-01,720062,91613,261459,315119,185767,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,2.821000099182129,-0.1796400865481028,129352,-0.4309397728021797,-169846,0.9574608336446133,0.007151327847055019,0.01974668056373771,-0.02116581226447689,-0.004962841861466671,-0.14857469697629438
2009-09-08,720282,95911,264540,319734,191333,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,2.806999921798706,-0.17826490180234963,128401,-0.13207196047007064,-168629,0.16901322386127862,0.01992106710079109,0.020471575886875055,-0.004962841861466671,0.18275740140219354,-0.1495676591734535
2009-09-15,744146,84448,258314,334359,200287,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.319999933242798,-0.18016894534137118,134072,0.7873305177694292,-173866,-0.7270763395447895,0.04410207875865526,0.051607237675121514,0.18275740140219354,0.08704820486246079,-0.15036371749062946
2009-09-22,710301,79537,243345,321950,198531,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,3.608999967575073,-0.17375591474600205,123419,-1.4315739115711164,-163808,1.351616483862038,0.02721521054562991,0.06157048085678359,0.08704820486246079,0.3507897045716979,-0.15100549180317022
2009-09-29,676337,89736,235687,298910,190887,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.875,-0.15971771468957044,108023,-2.1675317928596467,-145951,2.5140046262077624,0.06264636165595135,0.05487319580976145,0.3507897045716979,0.0010256645007011844,-0.15128358083112486
2009-10-06,692561,93863,235963,302616,198411,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.880000114440918,-0.15046328049081598,104205,-0.5645114787450635,-142100,0.5693907031553797,0.022413961722621736,0.013349463050214356,0.0010256645007011844,-0.05983612436147301,-0.1511122405349554
2009-10-13,745533,99332,246375,310133,202908,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.5879998207092285,-0.14382327811109635,107225,0.4360626717357749,-147043,-0.713727743837727,0.02341723176120427,0.045937744969005545,-0.05983612436147301,0.12489101495541388,-0.15077245407045264
2009-10-20,731235,89751,241791,300799,192653,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.160999774932861,-0.14789499955554644,108146,0.1235357791003215,-152040,-0.6702587276485414,0.039697883482081336,0.042724602011208236,0.12489101495541388,-0.11703151347714091,-0.15063629044332483
2009-10-27,722597,76348,230186,299919,180973,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.557000160217285,-0.16460904210784158,118946,1.4769533734025315,-153838,-0.24588538568312512,0.026118130474202108,0.08158311965393725,-0.11703151347714091,0.08009650170843097,-0.1507924455305772
2009-11-03,689411,73392,231042,304460,175623,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.921999931335449,-0.18687981479842938,128837,1.3688127683895726,-157650,-0.5275416310889749,0.02060268745196143,0.012521597456263097,0.08009650170843097,-0.07964236631363408,-0.15123245881293468
2009-11-17,750106,83931,251215,323134,187492,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.53000020980835,-0.18083044263077486,135642,0.9870744737174195,-167284,-1.3974247582356534,0.059814815540140925,0.09163767432700973,-0.07964236631363408,-0.009713056674461984,-0.1516658690584536
2009-11-24,707788,86638,244145,310493,182283,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.486000061035156,-0.18114181082471023,128210,-0.9907933012134286,-157507,1.3034157839025418,0.03622335503352436,0.02955714169107844,-0.009713056674461984,0.06152474791195073,-0.15200475367272673
2009-12-01,723961,83401,244469,315215,183788,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,4.76200008392334,-0.1815387845477864,131427,0.4545146286741228,-161068,-0.5031167524739046,0.01247888289248762,0.010861011986458047,0.06152474791195073,0.07391846985942618,-0.15218343083173977
2009-12-08,710148,69598,225552,322981,196091,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.113999843597412,-0.1786810636656021,126890,-0.6266912167920647,-155954,0.7063916426437336,0.03866322976388632,0.11085888531255295,0.07391846985942618,0.07997652178331882,-0.15249553787814232
2009-12-15,741168,73134,216026,326969,216002,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.5229997634887695,-0.1497190920277184,110967,-2.242208666362505,-142892,1.8393348992041096,0.04401524206633504,0.04517222299073177,0.07997652178331882,0.03476378731145169,-0.15234026376349255
2009-12-22,703814,78186,228231,308202,194734,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.715000152587891,-0.1612187310852015,113468,0.33744036439781533,-150045,-0.9650983312825162,0.07960257368730812,0.05631867683581525,0.03476378731145169,0.017322830178226223,-0.152219747690445
2009-12-29,701902,82721,229250,302996,192686,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.814000129699707,-0.15715869166920737,110310,-0.44869809353039297,-146529,0.4995638052098992,0.014634382527507555,0.017802936811434397,0.017322830178226223,-0.030443763644275923,-0.1519202284445603
2010-01-05,724087,82285,238874,308551,188724,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.63700008392334,-0.16548702020613545,119827,1.355887289108736,-156589,-1.4332485161746227,0.019138303755467295,0.03132404821287898,-0.030443763644275923,-0.008160369545831436,-0.15199181730647332
2010-01-12,760159,90030,253840,320780,194134,023651,NATURAL GAS - NEW YORK MERCANTILE EXCHANGE ,5.591000080108643,-0.16660461824434097,126646,0.9417376641204718,-163810,-0.9972558546141554,0.03425620589069243,0.06604530781981563,-0.008160369545831436,-0.006081187516401632,-0.15214671253256973
