,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HO_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2011-02-22,321800,69524,38079,170807,221213,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.792399883270264,0.15663766314481045,-50406,0.6800752873831412,31445,-1.396238741891829,0.03476863425335442,0.07038837207141065,0.02323187599508536,0.08276038248748674,0.12913331834868375
2011-03-01,300541,61799,40737,163362,202058,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0234999656677246,0.1287544794221088,-38696,3.638906152889994,21062,-3.2265382224984465,0.07279295057741776,0.1012619957868456,0.08276038248748674,-0.004101178111888815,0.128910501557235
2011-03-08,306312,60979,38653,171406,210186,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0111000537872314,0.12660294079239467,-38780,-0.02794959755906848,22326,0.42057489660312575,0.04238034340342565,0.02914726192387988,-0.004101178111888815,-0.019029620326872054,0.12858308122650974
2011-03-15,309125,66464,38632,172692,218931,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9537999629974365,0.14958026688232914,-46239,-2.4350988534566063,27832,1.7975136462169292,0.02561391950932402,0.05239019563066149,-0.019029620326872054,0.041438163358458846,0.1288748937443769
2011-03-22,306674,66199,37474,165467,214167,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.076200008392334,0.15880055042162036,-48700,-0.7961180752122928,28725,0.2888799029518803,0.03158041692788317,0.013725849546169205,0.041438163358458846,-0.011280123771189476,0.12952049744270877
2011-03-29,306903,65634,35183,173817,222396,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0415000915527344,0.1582877977732378,-48579,0.039455578236172614,30451,0.5628126283936689,0.04184365480183638,0.02832855569993156,-0.011280123771189476,0.04718061709922483,0.12950725542607455
2011-04-05,305837,67160,35355,170079,220925,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.184999942779541,0.166251957742196,-50846,-0.7386698728914348,31805,0.4411817414622861,0.013322114351771337,0.016563429741988978,0.04718061709922483,-0.003893222010444286,0.12905016784122933
2011-04-12,302561,61324,33734,175913,219373,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.172600030899048,0.1436404559741672,-43460,2.4150119181132434,27590,-1.3781851116771353,0.018685205142605608,0.07844684298007533,-0.003893222010444286,-0.004444327879575494,0.12772407841143105
2011-04-19,316036,61615,35904,188658,229208,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.158499956130981,0.12830816742396436,-40550,0.9617895234349437,25711,-0.6210317919361715,0.05403646144936415,0.02523610783539618,-0.004444327879575494,0.016653520997479854,0.12677260030256937
2011-04-26,311873,59646,32775,184087,229337,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.2111001014709477,0.1450911108047186,-45250,-1.4871723474540874,26871,0.3670467921376046,0.011368474012152173,0.055160623667781135,0.016653520997479854,-0.006321867670305181,0.12591667564836453
2011-05-03,314173,61919,32609,181730,229612,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1907999515533447,0.15240647668641163,-47882,-0.84393326770833,29310,0.7820491033209029,0.006398568587695884,0.025801878808395396,-0.006321867670305181,-0.05942083293326661,0.1251995645747222
2011-05-10,307317,55058,32093,176336,211334,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.001199960708618,0.11388240806724001,-34998,4.1009252863868,22965,-2.019587934036343,0.06106224366084557,0.08464618879875159,-0.05942083293326661,-0.05201254056956872,0.12497383028448764
2011-05-17,310771,54140,29121,181653,219293,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.845099925994873,0.12111812234732328,-37640,-0.8596986173885598,25019,0.66836523849966,0.03311169085113706,0.04672055344038625,-0.05201254056956872,0.022705701917354437,0.12556917344582963
2011-05-24,310794,51993,28427,183246,217972,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9096999168396,0.11173317374209284,-34726,0.9376679291182253,23566,-0.46754684317391265,0.00726288451664681,0.035327033076349164,0.022705701917354437,0.05038320521041739,0.12654458529845994
2011-05-31,300371,51118,26562,174210,214465,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.056299924850464,0.13401759823684709,-40255,-1.7789918724299698,24556,0.3185389679337439,0.032271177719174114,0.03527291452111225,0.05038320521041739,0.006772888258265164,0.1279414465403727
2011-06-07,314662,59844,28572,178436,224382,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.07699990272522,0.14601699601477142,-45946,-1.8946569409164,31272,2.235901601685915,0.03511014900029294,0.12142598624683315,0.006772888258265164,0.015859601283849445,0.12956558316270744
2011-06-14,330872,64014,27678,184838,234730,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1257998943328857,0.15078942914480525,-49892,-1.254044021839307,36336,1.6093459013163331,0.03992201502497807,0.055228373249574664,0.015859601283849445,-0.07543662339237356,0.13109902007433877
2011-06-21,319215,53435,26953,190922,228875,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.890000104904175,0.11889478877872281,-37953,3.6083440121859813,26482,-2.97819096206388,0.028439936445472453,0.1406180026869682,-0.07543662339237356,-0.022249154995912623,0.1312400199242496
2011-06-28,309256,47560,30188,189234,217150,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.825700044631958,0.09026825671935225,-27916,3.1442758015757404,17372,-2.8538759143523955,0.03300572857199102,0.11717343211400937,-0.022249154995912623,0.046324770531507964,0.13090806207972766
2011-07-05,296314,49042,28763,178426,207897,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9565999507904053,0.09945868234372997,-29471,-0.5028196704348501,20279,0.939997930517112,0.05192804984430127,0.03736263736263736,0.046324770531507964,0.0443076656098329,0.13218934320530346
2011-07-12,298187,56710,27833,169906,210654,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.087599992752075,0.13665250329491224,-40748,-3.8057601058336763,28877,2.901651626315328,0.029632646626024807,0.10169972676626096,0.0443076656098329,0.0033683303742073623,0.13393322480160438
2011-07-19,310508,60169,27806,175012,220186,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0980000495910645,0.14548417432079044,-45174,-1.484303473994507,32363,1.169065049784196,0.03703966113188832,0.039624893435635127,0.0033683303742073623,0.004970927248164836,0.13562022960385692
2011-07-26,313430,60252,27669,179425,227998,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1133999824523926,0.15497240213125738,-48573,-1.0946577865948703,32583,0.07085163667280714,0.03000566978300194,0.002502246334777812,0.004970927248164836,-0.007002004664225292,0.13742354646393315
2011-08-02,302304,58588,30229,174204,219850,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.091599941253662,0.15099370170424473,-45646,0.9338608301694158,28359,-1.3476693360558976,0.03392682221218412,0.04755846290687594,-0.007002004664225292,-0.10570574322266102,0.13787067400393835
2011-08-09,307146,50040,34173,187492,212449,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.7648000717163086,0.08125451739563595,-24957,6.8437731554991,15867,-4.1322642108605905,0.051730130194203645,0.1483381425670621,-0.10570574322266102,0.06069153113911452,0.1369112418851526
2011-08-16,311693,45454,33201,195154,214906,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9326000213623047,0.06337004680887925,-19752,1.6946338223515853,12253,-1.1766391227624649,0.024676876554650538,0.07066302205835612,0.06069153113911452,0.0033758756756792074,0.13757959714429083
2011-08-23,307763,41004,32295,196881,212593,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.942500114440918,0.0510522707407973,-15712,1.2961471704529777,8709,-1.1370162307141964,0.00986631629847072,0.07307057395053139,0.0033758756756792074,0.04305859627572772,0.1390317077153365
2011-08-30,311034,46944,30180,192739,222914,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.069200038909912,0.0970151173183639,-30175,-4.699395313926626,16764,2.617273681371705,0.03479585134715736,0.10444219698148437,0.04305859627572772,-0.019223255086281088,0.1412978625000854
2011-09-06,312753,50458,32883,188349,220843,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.010200023651123,0.10389668524362676,-32494,-0.7455776538899285,17575,0.2607431984927693,0.015789653756671684,0.07459713706339016,-0.019223255086281088,-0.024616310200452962,0.14282908409643452
2011-09-13,324202,47215,38510,196891,218280,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.936100006103516,0.06597429997347333,-21389,3.550725332770589,8705,-2.836103890290421,0.026748014673471893,0.10347039953339165,-0.024616310200452962,0.008685010413404859,0.1429747811719388
2011-09-20,327640,48950,33662,199984,226414,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9616000652313232,0.08066780612867781,-26430,-1.5548947878174717,15288,2.0305241793696522,0.026329860834244063,0.07968575993802353,0.008685010413404859,-0.02870071457144352,0.1428842036717731
2011-09-27,329434,39496,37521,212242,219910,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.8766000270843506,0.023276285993552578,-7668,5.726407032108412,1975,-4.06330118422659,0.04341527980895611,0.17285794045470482,-0.02870071457144352,-0.05325728626681314,0.14169962455588964
2011-10-04,329440,37064,39326,208646,212850,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.723400115966797,0.01276104905293832,-4204,1.051500452290899,-2262,-1.2861453280474995,0.025281378708220243,0.055465375049090195,-0.05325728626681314,0.06635081794535269,0.13855120978653324
2011-10-11,295301,38138,36044,173033,183888,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.904099941253662,0.03675910342328675,-10855,-2.018880524526469,2094,1.322243807673628,0.18092238898803936,0.05872044431263649,0.06635081794535269,0.04256052085113815,0.13592867051252192
2011-10-18,298894,47460,32731,173269,201047,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0276999473571777,0.09293595722898419,-27778,-5.730762848754322,14729,4.2786851382149065,0.04647143055600081,0.15756132234290632,0.04256052085113815,0.0074313962870107275,0.1350103409011616
2011-10-25,298497,53171,34026,165764,202232,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0501999855041504,0.1221720821314787,-36468,-2.9073852268697262,19145,1.4774468540686665,0.023614387112903402,0.08034680092205007,0.0074313962870107275,-0.004032527229133942,0.1346955061447441
2011-11-01,296818,58114,38299,163526,203149,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.037899971008301,0.13349257794338618,-39623,-1.0569620465197305,19815,0.22445786724824704,0.00860434990113861,0.09558876914938856,-0.004032527229133942,0.025741499917280697,0.13470009420796067
2011-11-08,301161,60277,39000,156113,197309,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1161000728607178,0.13679062029944117,-41196,-0.5299543828204489,21277,0.49255772897870076,0.037499080419441916,0.028848575198686503,0.025741499917280697,0.01771440590347062,0.13375216916772217
2011-11-15,297574,61024,37866,151436,198191,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.171299934387207,0.1571205817712569,-46755,-1.8458565352087422,23158,0.6245828643151006,0.015899801788763452,0.019021134593993325,0.01771440590347062,-0.043105325185416654,0.1330528931403232
2011-11-22,286748,58415,37509,153447,193840,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.034600019454956,0.14086584736423619,-40393,2.1379556009597613,20906,-0.756786547211786,0.01831914238079744,0.030920311913598265,-0.043105325185416654,-0.0044486835556313276,0.13341887061474897
2011-11-29,271199,52991,33821,149767,185246,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0211000442504883,0.13082275377121597,-35479,1.7136998340005858,19170,-0.6054096279660189,0.03663738422091083,0.10496244758789107,-0.0044486835556313276,0.00019855719315264864,0.13314310581923255
2011-12-06,273933,50769,35691,156886,188933,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.021699905395508,0.11698846068199158,-32047,1.2654913919299113,15078,-1.5088551211472019,0.03124756013984194,0.04732824427480916,0.00019855719315264864,-0.030744217578007382,0.13179696001394012
2011-12-13,279724,47937,36572,167122,191454,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.928800106048584,0.0869857430896169,-24332,2.816382108033716,11365,-1.355440928986285,0.03557683726741332,0.04393614881255251,-0.030744217578007382,-0.027110099592340675,0.12999777147285804
2011-12-20,272461,45948,38481,163254,178512,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.849400043487549,0.05600067532600996,-15258,3.2439118559723155,7467,-1.3935164662309991,0.04918570015741765,0.046168970377476935,-0.027110099592340675,0.020741177701077085,0.12752384319544757
2011-12-27,277118,46843,35760,165027,187022,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.908499956130981,0.0793705208611494,-21995,-2.47264746147155,11083,1.3271624195756457,0.029209002155949883,0.04377564979480164,0.020741177701077085,0.04459341495825986,0.1252520439813585
2012-01-03,269405,50203,32684,152242,184100,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0381999015808105,0.11825318758003749,-31858,-3.5591336542555876,17519,2.3224763458165834,0.04669949039965274,0.07764788205629351,0.04459341495825986,0.020801790203257786,0.12380893816875596
2012-01-10,272921,53117,36439,144202,183703,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1013998985290527,0.14473419048002903,-39501,-2.8369926319110634,16678,-0.3121694103672909,0.02573001326603742,0.07446737237036044,0.020801790203257786,-0.020700305207156044,0.12233154003512148
2012-01-17,274542,55975,36173,138517,180699,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0371999740600586,0.15364497963881665,-42182,-0.9823355476493199,19802,1.144653581072911,0.027219813543180794,0.03390198376524721,-0.020700305207156044,-0.004280261937021468,0.1213564101342267
2012-01-24,278528,52333,33459,149158,190340,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.024199962615967,0.1478558708639706,-41182,0.36424299378601455,18874,-0.3380174982334215,0.05974114722325315,0.07408616187989556,-0.004280261937021468,0.012763695666193176,0.12072211682317764
2012-01-31,274900,51697,29788,148784,192826,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.0627999305725098,0.16021098581302293,-44042,-1.0268267463235294,21909,1.0896570542279411,0.008372120254090922,0.0528563539301712,0.012763695666193176,0.04182452647506518,0.11991958924785376
2012-02-07,285107,61589,32166,147466,201097,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1909000873565674,0.1881083242431789,-53631,-3.4881775190978535,29423,2.7333575845762095,0.027510091432538738,0.13087302010559437,0.04182452647506518,-0.00817955999149711,0.11989694092905757
2012-02-14,307453,64410,40866,165176,214164,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.164799928665161,0.15933492273615804,-48988,1.6285114009827888,23544,-2.062032850824427,0.08113302050930564,0.10943614878984764,-0.00817955999149711,0.023540219161582998,0.11981460707340887
2012-02-21,314325,67347,39781,162443,217049,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.239300012588501,0.17372464805535673,-54606,-1.8272711601448028,27566,1.3081674272165178,0.014804001138363918,0.037543872750354715,0.023540219161582998,-0.0047850055889590015,0.12014320293707323
2012-02-28,301742,74261,42783,154537,214110,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.22379994392395,0.1974302549860477,-59573,-1.580211564463533,31478,1.2445717012646147,0.029418386695131114,0.08472027613547042,-0.0047850055889590015,-0.011042852408631898,0.12146389092868744
2012-03-06,286118,73056,43445,134039,187957,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.188199996948242,0.18844672477788885,-53918,1.8741176236652506,29611,-0.6187405134187485,0.14488068174759935,0.01602561351404709,-0.011042852408631898,0.02603348120141069,0.12265319446687001
2012-03-13,285737,72765,40797,130247,187174,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.271199941635132,0.19922866132142494,-56927,-1.0516639987697383,31968,0.8237859903955711,0.014413035054391487,0.025880135960972862,0.02603348120141069,-0.010546553028638272,0.12360797128300648
2012-03-20,291410,73042,39801,137282,194518,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.2367000579833984,0.19641055557461995,-57236,-0.10814140275848069,33241,0.44551458159076357,0.04333634719710669,0.011281160550499367,-0.010546553028638272,-0.005592122515340692,0.12433124061287185
2012-03-27,288588,69293,39207,139313,193258,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.218600034713745,0.1869273843680264,-53945,1.1293366734154626,30086,-1.0826670327030643,0.009895631308803233,0.040027649769585255,-0.005592122515340692,0.002765154739108322,0.12488200189354084
2012-04-03,285433,68377,46803,138541,184651,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.227499961853028,0.16154404010748583,-46110,2.714943102277295,21574,-2.9495335911403107,0.029019901482709966,0.0739017190484459,0.002765154739108322,-0.04083654154991356,0.12479146501595029
2012-04-10,279356,64355,43557,140263,179319,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.095700025558472,0.13980727100903506,-39056,2.4713330273654415,20798,-0.27186765370507265,0.02207258231064328,0.06735117503150716,-0.04083654154991356,0.009981587773610023,0.12471774992046697
2012-04-17,301364,63337,40885,160142,199032,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1266000270843506,0.12904660145206462,-38890,0.059422385772992165,22452,0.5920760606537895,0.11023069598578962,0.03540519276160504,0.009981587773610023,0.00092748837474943,0.1247319505748535
2012-04-24,315268,62212,42324,169141,205645,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.129499912261963,0.11578720326833043,-36504,0.7917335846351921,19888,-0.8507983700773815,0.04165577156030375,0.024527435524603965,0.00092748837474943,0.015210107759563218,0.12416841389146144
2012-05-01,304613,64716,37856,160076,205698,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1770999431610107,0.14977036436396346,-45622,-2.892142558077572,26860,2.2114518441452984,0.02492796098137101,0.0679717661740046,0.015210107759563218,-0.05885872008595705,0.12411771942372204
2012-05-08,303609,53443,40228,170591,193208,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.9900999069213867,0.07449383911544125,-22617,7.552205585447765,13215,-4.479454258354043,0.06323546793696519,0.1456694174290869,-0.05885872008595705,-0.01909629141527236,0.12336024694387977
2012-05-15,309131,48770,38639,180149,195538,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.933000087738037,0.04978148422513433,-15389,2.380693589452223,10131,-1.0157801646196258,0.03164336269287998,0.0716402201146335,-0.01909629141527236,-0.02441193201632208,0.12198838851845305
2012-05-22,322562,41202,35689,195431,199904,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.8613998889923096,0.013867101518467767,-4473,3.531189042832974,5513,-1.4938650604436308,0.04969962183970557,0.13679104186445748,-0.02441193201632208,-0.018382578095335944,0.12010634866799873
2012-05-29,323646,38860,38037,201790,197259,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.808799982070923,-0.0139998640489918,4531,2.7914013429976254,823,-1.453984040277528,0.02256364506614476,0.06099067583910946,-0.018382578095335944,-0.062375386863601334,0.11725985900865567
2012-06-05,316412,38058,39479,188744,184282,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.6335999965667725,-0.014101867185821019,4462,-0.021319589922322538,-1421,-0.6933501418216199,0.06976189327285498,0.02894102170576628,-0.062375386863601334,-0.004594464354403582,0.11418065010095198
2012-06-12,314200,38218,35456,181605,184836,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.621500015258789,0.010283259070655634,-3231,-2.431323717178868,2762,1.3220105432158074,0.020993829838909947,0.05677715340554334,-0.004594464354403582,0.005187820907858631,0.1114786083687568
2012-06-19,328215,41217,36321,189365,195024,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.6350998878479004,0.017241747025577746,-5659,-0.772756206238065,4896,0.6791852323360916,0.046692283077819606,0.049833629962083105,0.005187820907858631,-0.0222382267758795,0.1095237421811963
2012-06-26,336745,42002,42592,198570,196518,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.576499938964844,-0.00609363167975768,2052,2.349374647715674,-590,-1.6714653504562558,0.027080042927145345,0.0834101709341088,-0.0222382267758795,0.07063852688869332,0.10767062894275188
2012-07-03,315102,41027,44186,185305,185514,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.758500099182129,0.000663277287989286,-209,-0.6714279350844111,-3159,-0.7628918024024114,0.06544702401980482,0.030147982115404925,0.07063852688869332,-0.014138130480342959,0.10577071730706455
2012-07-10,320968,40301,43209,190726,190245,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.719500064849853,-0.0014985917599262231,481,0.21897671230268292,-2908,0.07965674606952669,0.026647697593780103,0.020392767333253504,-0.014138130480342959,0.04511857806268593,0.1031139654790869
2012-07-17,324307,41102,45115,198956,197948,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.8422000408172607,-0.003108166027868655,1008,0.16419082276114752,-4013,-0.3442710799830513,0.040143208433273535,0.031397520210631316,0.04511857806268593,-0.006262786729123171,0.10025642047238191
2012-07-24,304333,39834,42915,181642,184030,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.824399948120117,0.007846667959110579,-2388,-1.047155935579559,-3081,0.28738201765610977,0.08540987551685664,0.04190987202262263,-0.006262786729123171,0.006125240495165052,0.09742707943060987
2012-07-31,303178,36310,37223,181629,188414,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.8417000770568848,0.02237959218676817,-6785,-1.4447989537776054,-913,0.7123775601068566,0.011882402855884317,0.1253314838235894,0.006125240495165052,0.055002225866464416,0.09495373117065838
2012-08-07,312736,39086,37191,181873,195562,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.997999906539917,0.04377174357924895,-13689,-2.2772100878032044,1895,0.9261885756882096,0.01958482917588459,0.03681319401654496,0.055002225866464416,0.012208176803207627,0.09423290859726634
2012-08-14,317906,40211,30927,181966,206245,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.034600019454956,0.07637163186602329,-24279,-3.386242709505781,9284,2.3626956922132405,0.02775810062053883,0.10386853720936771,0.012208176803207627,0.029559079622266893,0.09448293907913449
2012-08-21,330368,42160,30372,185366,215396,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.124300003051758,0.09089863425029059,-30030,-1.809025309368178,11788,0.7876542122514202,0.03131783951572255,0.03452269343186456,0.029559079622266893,-0.0012802702998047089,0.09524921530047091
2012-08-28,317255,46747,35399,179598,210674,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.120300054550171,0.09795275094167152,-31076,-0.3166166214645486,11348,-0.13318481208833785,0.02687868973433913,0.1170355221191537,-0.0012802702998047089,0.008492768703418863,0.09526724671630372
2012-09-04,331284,51468,37307,186163,220985,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1468000411987305,0.10511222998997839,-34822,-1.1807536524247058,14161,0.8866684528218625,0.04144930099128572,0.07467192340185863,0.008492768703418863,0.012361731924420027,0.0952906225768105
2012-09-11,344422,52448,40423,198955,234398,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.185699939727783,0.10290573772871651,-35443,-0.18745245771000107,12025,-0.6447640091281197,0.06047033250029422,0.04410418752893799,0.012361731924420027,-0.018394685623801754,0.0960008425336421
2012-09-18,327499,52733,37756,184802,222632,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.1270999908447266,0.11551180308947508,-37830,-0.693045159716859,14977,0.8570881070314904,0.06361521129802618,0.03262274972648609,-0.018394685623801754,-0.0059160531161616126,0.0966709193982728
2012-09-25,328512,49981,34416,182243,217588,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.108599901199341,0.10759119910383791,-35345,0.7587809428425736,15565,0.1795425329542991,0.019015534063141677,0.07218266052110857,-0.0059160531161616126,0.0054365512121759,0.09829236003500906
2012-10-02,322021,53870,29073,171192,215471,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",3.125499963760376,0.13750345474363473,-44279,-2.7195353594389244,24797,2.8102474186635495,0.03405549535383525,0.11130535427944492,0.0054365512121759,0.02486006686704867,0.10069125245213785
