,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HO_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2006-02-14,165595,24278,23869,93184,88858,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6100000143051147,-0.02612397717322383,4326,3.395418351711838,409,-2.2412147396448217,0.029701936915656826,0.08359814734043658,-0.0483508594758667,0.03503101921942475,0.05150222907977072
2006-02-21,169750,25362,24513,98574,90632,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6663999557495115,-0.04678645066273932,7942,2.1836408104109424,849,0.265708505691597,0.03786349270107713,0.034646616541353384,0.03503101921942475,0.027364413021569334,0.050792819941714314
2006-02-28,162402,24317,25099,98363,89406,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.712000012397766,-0.05515326165933917,8957,0.5979381443298969,-782,-0.9608247422680412,0.007653020466637198,0.03300550429010847,0.027364413021569334,0.005957957696996363,0.049756642110823826
2006-03-07,173526,24841,22190,99559,93979,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7222000360488892,-0.032156564434148195,5580,-2.0794078890654055,2651,2.11389022302681,0.02980809970135064,0.07299440794369672,0.005957957696996363,0.05748459821133456,0.04794310075738739
2006-03-14,169675,24463,20719,98342,95159,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8212000131607056,-0.018759392957123915,3183,-1.381349192628194,3744,0.6298767907979208,0.012387532880967023,0.04092337656588907,0.05748459821133456,-0.026905350560860408,0.04643095700791799
2006-03-21,169997,24254,18365,96845,97305,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7721999883651731,0.0027059301046489055,-460,-2.147045822896714,5889,1.2641815235008105,0.018763842389904712,0.06013749736033225,-0.026905350560860408,0.03131702453557539,0.045204853052696274
2006-03-28,165182,25733,16678,90358,94763,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8277000188827517,0.026667554576164473,-4405,-2.3206291875738985,9055,1.8623858068083552,0.04877350489679723,0.07465044446016364,0.03131702453557539,0.015374521771952088,0.044875972601471914
2006-04-04,163365,25486,15361,85088,93463,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8558000326156616,0.0512655709607321,-8375,-2.4034095724715767,10125,0.6477703381724401,0.03679620948636524,0.038289225646926335,0.015374521771952088,0.05372344665795481,0.04479994299384385
2006-04-11,166174,27431,14165,87336,100831,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.95550000667572,0.08121005692828,-13495,-3.1340862485844583,13266,1.9226884583601138,0.051103541003470324,0.07551206846812193,0.05372344665795481,0.04873437896532451,0.04599753893033303
2006-04-18,174402,29780,17050,87182,103297,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.050800085067749,0.09240146328597149,-16115,-1.576660608759493,12730,-0.32255346805156043,0.013754797116742528,0.11176596199017724,0.04873437896532451,0.003559537620503983,0.04684626717406047
2006-04-25,179889,33341,18105,85491,104823,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0580999851226807,0.10746627086703467,-19332,-1.8445889382002498,15236,1.4369101271774405,0.016903643452399718,0.08972514869960735,0.003559537620503983,0.010057809642091797,0.04770842165390466
2006-05-02,180969,35377,22114,86036,105000,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0787999629974365,0.10479142836618427,-18964,0.20457059631217028,13263,-1.0967874633801955,0.0037793923658368056,0.10514689255709589,0.010057809642091797,-0.040263586263703854,0.04873641510857126
2006-05-09,174966,28280,22437,89404,100708,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.995100021362305,0.06460683789993485,-11304,4.2327691483071685,5843,-4.100149749404594,0.04029203837737755,0.1463020289054952,-0.040263586263703854,-0.02185352249076733,0.04857440706436203
2006-05-16,171627,23548,22820,89774,97574,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9515000581741333,0.04544739464070339,-7800,2.0026748053907615,728,-2.9234251225952472,0.018703162030019004,0.1103131469979296,-0.02185352249076733,0.0242890065581296,0.04940824630129987
2006-05-23,171057,24270,20328,91432,101979,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.998900055885315,0.061657809969776156,-10547,-1.6005640138206694,3942,1.8726657227592394,0.03134775167906686,0.07206601192878605,0.0242890065581296,0.0025013733012351214,0.0505104217657979
2006-05-30,166532,23519,17271,91909,103791,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.003900051116944,0.07134965051761824,-11882,-0.7804416071835704,6248,1.3480886488129686,0.01169647419519673,0.09335621475851924,0.0025013733012351214,0.019312273244174616,0.05147626128437093
2006-06-06,165373,25587,15968,88087,107012,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.04259991645813,0.1144382698505802,-18925,-4.229217207503663,9619,2.0242355823505394,0.036099621217945764,0.0811214053663819,0.019312273244174616,-0.05434247839309658,0.0525373287829516
2006-06-13,170425,22115,15955,98685,110332,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9315999746322632,0.06834091242482031,-11647,4.400960253487571,6160,-2.09163527298894,0.066587885195941,0.09154189650643552,-0.05434247839309658,-0.012528454614715967,0.052552378546993975
2006-06-20,169533,23187,15640,98105,110013,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9074000120162964,0.07024001226899777,-11908,-0.15314654540120287,7547,0.8138477336071586,0.004319664805543009,0.03572256419501893,-0.012528454614715967,0.026895213010199592,0.05254654964232105
2006-06-27,173397,25421,11931,95059,113172,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.958699941635132,0.10445970806876705,-18113,-3.660054384692066,13490,3.505512201164375,0.029798637090538874,0.1591079460269865,0.026895213010199592,0.026497243037847396,0.05309696355537647
2006-07-11,172286,24000,11949,94985,112018,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0106000900268555,0.09886467849970398,-17033,0.6228481461616983,12051,-0.8298874836358183,0.005932281174668966,0.040028929872875464,0.026497243037847396,-0.013528350536246236,0.05321831197852774
2006-07-18,189061,30391,10958,102930,128873,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.983399987220764,0.13722026224340292,-25943,-5.171633214538616,19433,4.284735846209211,0.10698739878258694,0.1785291059034076,-0.013528350536246236,-0.01991529613146792,0.05418502671832943
2006-07-25,183228,22026,11905,106925,120421,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9438999891281128,0.07365686467133845,-13496,6.583589423519393,10121,-4.925394449410508,0.054749148874402895,0.2744393032919749,-0.01991529613146792,0.07021966238854604,0.05358661837889053
2006-08-01,179526,23450,8014,101103,122388,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.080399990081787,0.11856221382975168,-21285,-4.250987840286419,15436,2.9007575261422924,0.03485151527354569,0.16892321383168066,0.07021966238854604,0.017304371045505196,0.05382608176478734
2006-08-08,181615,25904,8229,100774,125452,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.1164000034332275,0.1358808468463508,-24678,-1.88997693927342,17675,1.2471731114156166,0.014998276060222963,0.07819412298948232,0.017304371045505196,-0.04389531166830485,0.05402458047808918
2006-08-15,185373,21800,11403,109164,122269,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0234999656677246,0.07069530082590236,-13105,6.372271012856867,10397,-4.007378245188999,0.050005833221709955,0.21919706050658072,-0.04389531166830485,0.0064740041856099495,0.05278514127041486
2006-08-22,186095,23983,10409,113494,125400,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.036600112915039,0.06397807571401704,-11906,0.6468040113716669,13574,1.7138418216245084,0.03123142481602719,0.0923761339846476,0.0064740041856099495,-0.045860805046054276,0.051005363220959436
2006-08-29,193116,22062,14237,119992,127613,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9431999921798704,0.0394633277408397,-7621,2.3025873881619603,7825,-3.089282355786023,0.035181034308677125,0.15837901870574947,-0.045860805046054276,-0.0035508197387076335,0.04897087668636793
2006-09-05,192578,21798,14769,117853,123951,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9363000392913816,0.031665091547321084,-6098,0.7886451666355974,7029,-0.41218749352720646,0.023990504706291046,0.02176826100035551,-0.0035508197387076335,-0.09120492435384842,0.047389500365060844
2006-09-12,205106,24966,17611,124065,127864,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7596999406814575,0.018522130020574727,-3799,1.193801991920157,7355,0.16928205714048333,0.04018989477193971,0.1411560232050168,-0.09120492435384842,-0.03869976580187029,0.04507172463136585
2006-09-19,215800,21692,20598,131479,127862,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.69159996509552,-0.01676088971269694,3617,3.6156913985938974,1094,-3.0525679404795567,0.02859555565838028,0.14804918420430363,-0.03869976580187029,-0.01998108690601219,0.04300363948415849
2006-09-26,217580,21888,22137,132501,128154,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6577999591827393,-0.019978858350951374,4347,0.3382761816496756,-249,-0.6223354958294718,0.005041146342867008,0.039409426462237364,-0.01998108690601219,-0.002352474365831414,0.04103822489011577
2006-10-03,221674,21314,28019,137278,127569,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6539000272750854,-0.04379855102537961,9709,2.4643809173637283,-6705,-2.9671844838680026,0.020245651262804563,0.13086574909289928,-0.002352474365831414,0.01632501962855626,0.03833711106518968
2006-10-10,219578,20603,25955,139439,130097,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.680899977684021,-0.04254524588073486,9342,-0.16555843265335582,-5352,0.6103557476294017,0.01739656298231034,0.05960307573349371,0.01632501962855626,0.03147128122719267,0.035585324574292254
2006-10-17,217289,21126,25360,139554,134102,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7338000535964966,-0.025091007828283992,5452,-1.7715800307863265,-4234,0.5091584767144249,0.015055398017949542,0.02405025168868046,0.03147128122719267,-0.02226328640708175,0.03396741950742241
2006-10-24,222286,21343,29792,143445,133378,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.695199966430664,-0.04528850219986864,10067,2.123899507108045,-8449,-1.9398128759394169,0.016671302601301192,0.0909162022098367,-0.02226328640708175,-0.06388625104498002,0.03235503519587506
2006-10-31,228837,21816,30540,145906,135772,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.586899995803833,-0.04428479660194811,10134,0.03014134943271281,-8724,-0.12371449394023915,0.017235992871292752,0.02332110932844373,-0.06388625104498002,0.058856891910550324,0.03170277617717368
2006-11-07,227431,22443,27606,143923,138193,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.680299997329712,-0.025194454581829215,5730,-1.92451395534813,-5163,1.556129472069639,0.01561059989507862,0.07115027273272194,0.058856891910550324,-0.010176740205193546,0.032178192722707326
2006-11-14,225564,22895,28436,138049,132807,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6632000207901,-0.023239524037523718,5242,-0.21457057305292593,-5541,-0.16620425535656969,0.04157190536668931,0.024975161208626365,-0.010176740205193546,0.04202743806180842,0.032108662511300574
2006-11-21,231247,22500,28391,143920,137089,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7331000566482544,-0.02953984267904016,6831,0.7044563848841127,-5891,-0.15516660460002482,0.03613051539274543,0.008645929535674285,0.04202743806180842,-0.0027696503930274563,0.032061098711417366
2006-11-28,228776,22796,29044,146515,139675,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7282999753952026,-0.029898241074238555,6840,0.003891942381955225,-6248,-0.15438038115089062,0.01810335790908138,0.018306327160493827,-0.0027696503930274563,0.04050225854807454,0.031772057443004736
2006-12-05,217467,27484,26578,134475,137919,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.79830002784729,0.01583688559643532,-3444,-4.495226772039025,906,3.1270762667412666,0.05064722424135627,0.1323295475565092,0.04050225854807454,-0.04220657100844438,0.032495858142336694
2006-12-12,215150,29447,31981,132455,131362,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7223999500274658,-0.00508017662096212,1093,2.0862935525849897,-2534,-1.5818492001085223,0.032511172517313135,0.11991274337435696,-0.04220657100844438,-0.0021481066112017944,0.03216876894068701
2006-12-19,215345,28038,30120,137078,135463,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7187000513076782,-0.007499593675265272,1615,0.24262142691145713,-2082,0.21008598652103183,0.03200986273624886,0.056226142577117506,-0.0021481066112017944,-0.05550712290569637,0.03141674376097703
2006-12-26,219631,29730,33057,142056,139023,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6232999563217163,-0.013809525977662534,3033,0.658478255822053,-3327,-0.5781420511272609,0.030375801820840403,0.07372545272110469,-0.05550712290569637,-0.0411507423648001,0.030504613834867654
2007-01-09,221033,27193,37592,143787,129607,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.55649995803833,-0.06415331647310582,14180,5.0753308959117795,-10399,-3.219946182460581,0.040772657775957045,0.10916107123562553,-0.0411507423648001,-0.04895599771706349,0.029030734019210375
2007-01-16,224592,25613,36450,143396,129018,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.480299949645996,-0.06401830875543207,14378,0.08957938407387132,-10837,-0.19816045567856386,0.0035974656221780085,0.04385865974896476,-0.04895599771706349,0.06485177234737383,0.027184471020100583
2007-01-23,219197,24537,38738,138915,121012,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.576300024986267,-0.08167538789308249,17903,1.5695127163923916,-14201,-1.4978271710479447,0.04804041134626261,0.05316475701303833,0.06485177234737383,0.03914228603679826,0.024583562717832668
2007-01-30,213808,24947,34248,137064,122581,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6380000114440918,-0.06773834468308014,14483,-1.5602403317563653,-9301,2.2354320542708157,0.013171830768934507,0.08277726159303996,0.03914228603679826,0.03229545563711467,0.022519581648896028
2007-02-06,217665,22833,30793,146172,134324,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6908999681472778,-0.0544322697723566,11848,-1.2324141285639452,-7960,0.6271982339295068,0.07433617591694712,0.10384887927497856,0.03229545563711467,0.0013602366053107051,0.02007890784372838
2007-02-13,226880,21856,27245,152858,144337,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6931999921798706,-0.03755729901269394,8521,-1.5284956240093721,-5389,1.1811729033147267,0.05618869765642087,0.09215698254618032,0.0013602366053107051,-0.028466815187793038,0.018415751718807424
2007-02-20,222756,22266,26778,154019,145688,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6449999809265137,-0.03739966600226256,8331,-0.08374471086036671,-4512,0.38654795486600846,0.008381519283833877,0.017881901965581926,-0.028466815187793038,0.08164133439039478,0.017565982664247668
2007-02-27,212627,22757,22937,142811,141181,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7792999744415283,-0.007666006668955495,1630,-3.008224245362639,-180,1.9447287615148412,0.055336065804670556,0.09480456952772794,0.08164133439039478,-0.017984570392975963,0.017920943635483598
2007-03-06,209898,23223,22970,138767,139005,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7473000288009644,0.0011338840770278896,-238,-0.8785337704054519,253,0.2036429992428055,0.022392465763287878,0.010802502543675449,-0.017984570392975963,-0.03267902286999447,0.018842488534325276
2007-03-13,212792,21398,24943,143923,139178,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6901999711990356,-0.02229877063047483,4745,2.3740102335420064,-3545,-1.8094503044335821,0.018823670704095005,0.08195766168187997,-0.03267902286999447,-0.012720383258366108,0.01947430566949574
2007-03-20,211193,24913,28231,137952,133951,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.6686999797821045,-0.018944756691746414,4001,-0.3496372044061807,-3318,0.10667694274220836,0.04118380451852315,0.12801068794219478,-0.012720383258366108,0.07053393789286666,0.019728378895311163
2007-03-27,205648,25312,23432,130796,134070,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7863999605178833,0.01592040768692134,-3274,-3.444716444200328,1880,2.4612558181379116,0.027466719020183793,0.10663876579681601,0.07053393789286666,0.029276811864127117,0.020395298138465877
2007-04-03,203506,34190,21022,118651,134999,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8387000560760496,0.0803317838294694,-16348,-6.357465183225706,13168,5.488990897066833,0.051543465405085746,0.20444830833876693,0.029276811864127117,0.009463156894254476,0.021888103017789352
2007-04-10,202437,35642,21238,113952,132218,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8560999631881716,0.09023054085962547,-18266,-0.9424783544465518,14404,0.6073531001542952,0.030385505951171954,0.029324894514767934,0.009463156894254476,-0.03140995607284369,0.023110468138625138
2007-04-17,216026,29039,22683,130846,139626,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.7977999448776243,0.04064325590438188,-8780,4.685902280709555,6356,-3.9755578278674353,0.08985033570942648,0.15560109817872472,-0.03140995607284369,0.026810553304716045,0.022906192849079944
2007-04-24,212534,26655,21008,127986,135822,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8459999561309812,0.03686939501444475,-7836,0.4369844370585022,5647,-0.3282012350365234,0.025260795730228044,0.08516039695361181,0.026810553304716045,0.019989189796563167,0.022053487812275417
2007-05-01,208747,32440,22715,119647,133051,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8828999996185305,0.06421170124600593,-13404,-2.619816123537881,9725,1.9187518232376939,0.043965524064298094,0.13583537303961563,0.019989189796563167,-0.02814805529122999,0.02151137700381454
2007-05-08,205364,28060,23987,121873,126000,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8299000263214111,0.020096024619699657,-4127,4.444135724106215,4073,-2.7075838215639028,0.03742642401552408,0.10859415528272523,-0.02814805529122999,0.03295261582271225,0.01983117996059656
2007-05-15,208651,34844,24609,117438,130029,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.8902000188827517,0.060344786269895666,-12591,-4.121462378995345,10235,3.0005258954831424,0.03420254013666469,0.12456898726725313,0.03295261582271225,0.008993735993996443,0.018976436843360242
2007-05-22,221638,39404,26099,123104,141549,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9071999788284304,0.08322128876817152,-18445,-2.8056419571437474,13305,1.471356475645935,0.06493786203065902,0.09236218188479917,0.008993735993996443,-0.020029373539300344,0.019334407052364794
2007-05-29,212893,34997,27159,119940,132661,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.86899995803833,0.059753021470879734,-12721,2.58258962813236,7838,-2.466634782844097,0.04771160842593656,0.08795611043181673,-0.020029373539300344,0.051043390651593246,0.019609515260637415
2007-06-05,211697,40546,23390,114884,136996,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.964400053024292,0.10445117313896748,-22112,-4.411136110628344,17156,4.376846584904154,0.037283627124027316,0.14573948948948948,0.051043390651593246,-0.0257076124632567,0.020432464552352633
2007-06-12,211740,30568,22210,124696,137365,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9139000177383425,0.059832813828279964,-12669,4.460620603976438,8358,-4.155939857437753,0.03884973345900382,0.2114138466785403,-0.0257076124632567,0.05898944481757251,0.020210986923711514
2007-06-19,234101,40966,21330,128579,156728,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0267999172210693,0.1202429720505252,-28149,-7.310852932842164,19636,5.326343628978936,0.08147714567115423,0.18103891100552202,0.05898944481757251,-0.016528496891253575,0.02032261581217199
2007-06-26,232980,37012,20391,129734,156986,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.993299961090088,0.11697141385526655,-27252,0.38316794887676686,16621,-1.287905647562377,0.0049281529017857146,0.0852394474156403,-0.016528496891253575,0.03657254716401126,0.021257817762757498
2007-07-03,235536,43496,21001,125887,158650,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.066200017929077,0.13909975545139597,-32763,-2.365439093484419,22495,2.5212464589235126,0.019368307109444465,0.10998961191993425,0.03657254716401126,0.02787727270471918,0.022582043593188234
2007-07-10,239269,49653,18840,127392,169383,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.123800039291382,0.175497034718246,-41991,-3.917872427144895,30813,3.5315195978534066,0.04123662707438295,0.12144306717474779,0.02787727270471918,-0.04265938979977557,0.023948146028755134
2007-07-17,238449,43768,21247,130270,163792,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.033200025558472,0.14058352100449154,-33522,3.539530820958837,22521,-3.465555504474044,0.028800048969264986,0.1275397985080366,-0.04265938979977557,-0.0011312335253199635,0.02475043146153951
2007-07-24,239062,37813,22934,134221,162076,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.030900001525879,0.11651789075637282,-27855,2.376608834593561,14879,-3.204878191982353,0.01912607957556101,0.1258004510510807,-0.0011312335253199635,0.034024276456138924,0.02435230893294278
2007-07-31,233209,41539,21813,131560,162337,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0999999046325684,0.1319717506614239,-30777,-1.2222770662003999,19726,2.027507508512436,0.009942258682463585,0.07650902891779265,0.034024276456138924,-0.06471424169605067,0.025473749048136728
2007-08-07,218340,28685,24930,136061,145673,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.964100003242493,0.04402308326463314,-9612,9.075550257494351,3755,-6.84836348511421,0.0751240531849191,0.297883055115173,-0.06471424169605067,0.00936813492784827,0.024040304229576755
2007-08-14,217825,26496,19412,137955,152279,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.982499957084656,0.06575921037530127,-14324,-2.1581020426857194,7084,1.5246862691215537,0.02928671347946829,0.16787923673433824,0.00936813492784827,-0.015384583006497587,0.02269181122051811
2007-08-21,215860,27290,18626,137243,151134,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9520000219345093,0.06435189474659501,-13891,0.1987834270630093,8664,0.725352920922759,0.006439487199048468,0.0344106629497343,-0.015384583006497587,0.022694651454209902,0.022569822642069894
2007-08-28,218000,32313,13484,133874,158050,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",1.9962999820709229,0.11089908256880734,-24176,-4.764662281108126,18829,4.709070693968313,0.0352317726531563,0.22195777015961743,0.022694651454209902,0.04167709193106628,0.02347214969696971
2007-09-04,223064,40528,14545,130434,164768,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.0794999599456787,0.1539199512247606,-34334,-4.659633027522936,25983,3.281651376146789,0.03441033597333351,0.1684309915929766,0.04167709193106628,0.049627295402287386,0.02567323861012203
2007-09-11,231663,47451,15871,128870,173080,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.182699918746948,0.19083755282457707,-44210,-4.427428899329341,31580,2.5091453573862212,0.032707401887729755,0.130270680016424,0.049627295402287386,0.02730568426309543,0.02873424748083849
2007-09-18,239889,53318,16014,125045,175009,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.242300033569336,0.2082796626773216,-49964,-2.4837803188251897,37304,2.4708304735758406,0.01917654822132016,0.08668435931460221,0.02730568426309543,-0.027204258041137797,0.032383430801160545
2007-09-25,241699,51653,15079,130543,177631,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.181299924850464,0.19482083086814592,-47088,1.1988878189495975,36574,-0.3043074088432567,0.026348751030262126,0.03896181741892945,-0.027204258041137797,-0.008710317536221202,0.03645231004309983
2007-10-02,225427,42337,13946,124058,163404,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.162300109863281,0.1745398732183811,-39346,3.2031576464941933,28391,-3.385615993446394,0.07205126242772958,0.18565108469697778,-0.008710317536221202,0.010636822244255217,0.040193054880971614
2007-10-09,219935,41893,15118,119805,155563,022651,"NO. 2 HEATING OIL, N.Y. HARBOR - NEW YORK MERCANTILE EXCHANGE ",2.18530011177063,0.16258439993634483,-35758,1.5916460761133315,26775,-0.7168617778704415,0.043919409662705904,0.028345407026714144,0.010636822244255217,0.07019628264290367,0.04416195778408169
